"entity";"totalTeoricoRecomendado";"usuario";"totalResposta";"somaUp";"somaDown"
"aerobic respiration";"12";"1_3340";"1";"2";"0"
"aerobic respiration";"12";"1_3632";"2";"8";"0"
"aerobic respiration";"12";"1_1320";"2";"13";"0"
"aerobic respiration";"12";"1_444";"1";"4";"0"
