"x"
"1";0.571428571428571
"2";0
"3";0.607142857142857
"4";0.357142857142857
"5";0.428571428571429
"6";0.0357142857142857
"7";0.0357142857142857
"8";0
"9";0.107142857142857
"10";0.0357142857142857
"11";0
"12";0.5
"13";0.535714285714286
"14";0.607142857142857
"15";0.642857142857143
"16";2.42857142857143
"17";0.75
"18";0.321428571428571
"19";0.607142857142857
"20";2
"21";2.5
"22";0.535714285714286
"23";0
"24";0.571428571428571
"25";0.0714285714285714
"26";0.214285714285714
"27";0.107142857142857
"28";0.0714285714285714
"29";0.214285714285714
"30";0.571428571428571
"31";0.178571428571429
"32";7.14285714285714
"33";0.285714285714286
"34";3.82142857142857
"35";0.0357142857142857
"36";0
"37";0
"38";0.0357142857142857
"39";1
"40";0.642857142857143
"41";0.107142857142857
"42";0.428571428571429
"43";0
"44";0
"45";0
"46";0
"47";2.60714285714286
"48";0
"49";0
"50";0.0714285714285714
