"idText";"tipo";"score";"uri";"surface";"idUsuario";"comunidade";"votosPositivos";"votosNegativos"
"1_10277";"titulo_pergunta";"0,22815166413784";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_3615";"BIO";"2";"0"
"1_10884";"titulo_pergunta";"0,254644244909286";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_3615";"BIO";"0";"1"
"1_10884";"texto_pergunta";"0,179480597376823";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_3615";"BIO";"0";"1"
"1_2934";"texto_pergunta";"0,107955552637577";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_307";"BIO";"15";"0"
"1_2934";"texto_pergunta";"0,101054303348064";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_307";"BIO";"15";"0"
"1_2935";"texto_pergunta";"0,134279847145081";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_307";"BIO";"8";"0"
"1_7770";"texto_pergunta";"0,171795055270195";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_3340";"BIO";"1";"0"
"1_1000";"texto_resposta";"0,11095268279314";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_69";"BIO";"2";"0"
"1_10445";"texto_resposta";"0,176235601305962";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_3615";"BIO";"3";"0"
"1_14457";"texto_resposta";"0,209301456809044";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_3776";"BIO";"1";"0"
"1_1467";"texto_resposta";"0,0963010191917419";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_69";"BIO";"6";"0"
"1_15035";"texto_resposta";"0,123022973537445";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_4108";"BIO";"1";"0"
"1_1645";"texto_resposta";"0,19650536775589";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_444";"BIO";"4";"0"
"1_2387";"texto_resposta";"0,0734770596027374";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_3632";"BIO";"4";"0"
"1_2842";"texto_resposta";"0,206560030579567";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_69";"BIO";"4";"0"
"1_3062";"texto_resposta";"0,200218424201012";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_69";"BIO";"5";"0"
"1_3159";"texto_resposta";"0,199386745691299";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_740";"BIO";"6";"0"
"1_3203";"texto_resposta";"0,143731474876404";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_307";"BIO";"9";"0"
"1_3342";"texto_resposta";"0,272869735956192";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_1320";"BIO";"8";"0"
"1_5032";"texto_resposta";"0,106475166976452";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_1320";"BIO";"3";"0"
"1_5032";"texto_resposta";"0,106475166976452";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_1320";"BIO";"3";"0"
"1_5032";"texto_resposta";"0,106475166976452";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_1320";"BIO";"3";"0"
"1_5169";"texto_resposta";"0,178972855210304";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_1320";"BIO";"7";"0"
"1_5169";"texto_resposta";"0,169193297624588";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_1320";"BIO";"7";"0"
"1_5196";"texto_resposta";"0,213083684444427";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_560";"BIO";"3";"0"
"1_5417";"texto_resposta";"0,0734362527728081";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_1231";"BIO";"12";"0"
"1_5417";"texto_resposta";"0,0734362527728081";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_1231";"BIO";"12";"0"
"1_5473";"texto_resposta";"0,223799601197243";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_1320";"BIO";"11";"0"
"1_5504";"texto_resposta";"0,169059157371521";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_1320";"BIO";"2";"0"
"1_8721";"texto_resposta";"0,0553280524909496";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_1320";"BIO";"4";"0"
"1_8721";"texto_resposta";"0,0553280524909496";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_1320";"BIO";"4";"0"
"1_8721";"texto_resposta";"0,0553280524909496";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_1320";"BIO";"4";"0"
"1_8721";"texto_resposta";"0,0553280524909496";"http://dbpedia.org/resource/Cellular_respiration";"aerobic respiration";"1_1320";"BIO";"4";"0"
